"","incgroup_prepost","presapp_track"
"2181","Under $5,000","Wrong Track"
"2182","$50,000-$54,999","Right Direction"
"2183","$65,000-$69,999","Wrong Track"
"2184","$100,000-$109,999","Right Direction"
"2185","$175,000-$249,999","Right Direction"
"2186","Under $5,000","Wrong Track"
"2187","$65,000-$69,999","Right Direction"
"2188","$110,000-$124,999","Wrong Track"
"2189","$30,000-$34,999","Wrong Track"
"2190",NA,"Wrong Track"
"2191","$175,000-$249,999","Wrong Track"
"2192","$35,000-$39,999","Right Direction"
"2193","$75,000-$79,999","Wrong Track"
"2194","$175,000-$249,999","Right Direction"
"2195","$100,000-$109,999","Right Direction"
"2196","$100,000-$109,999","Wrong Track"
"2197","$125,000-$149,999","Wrong Track"
"2198","$50,000-$54,999","Wrong Track"
"2199","$55,000-$59,999","Right Direction"
"2200","$60,000-$64,999","Right Direction"
"2201","$50,000-$54,999","Wrong Track"
"2202","Under $5,000","Right Direction"
"2203","$90,000-$99,999","Wrong Track"
"2204","$15,000-$17,499","Wrong Track"
"2205","$65,000-$69,999","Wrong Track"
"2206","$35,000-$39,999","Right Direction"
"2207","$110,000-$124,999","Right Direction"
"2208","$25,000-$27,499","Wrong Track"
"2209","$250,000 Or More","Wrong Track"
"2210","$60,000-$64,999","Wrong Track"
"2211","$90,000-$99,999","Wrong Track"
"2212","$150,000-$174,999","Wrong Track"
"2213","$22,500-$24,999","Right Direction"
"2214","$75,000-$79,999","Right Direction"
"2215","$175,000-$249,999","Right Direction"
"2216",NA,"Right Direction"
"2217","$50,000-$54,999","Wrong Track"
"2218","$125,000-$149,999","Right Direction"
"2219","$125,000-$149,999","Wrong Track"
"2220","$20,000-$22,499","Right Direction"
"2221","$175,000-$249,999","Right Direction"
"2222","$15,000-$17,499","Wrong Track"
"2223","$35,000-$39,999","Wrong Track"
"2224","$30,000-$34,999","Right Direction"
"2225","$25,000-$27,499","Right Direction"
"2226","$30,000-$34,999","Wrong Track"
"2227","$110,000-$124,999","Wrong Track"
"2228","$110,000-$124,999","Wrong Track"
"2229","$175,000-$249,999","Wrong Track"
"2230","$30,000-$34,999","Wrong Track"
"2231","$50,000-$54,999","Wrong Track"
"2232","$35,000-$39,999","Right Direction"
"2233","$50,000-$54,999","Wrong Track"
"2234","$250,000 Or More","Wrong Track"
"2235","$75,000-$79,999","Wrong Track"
"2236","$150,000-$174,999","Wrong Track"
"2237","$150,000-$174,999","Wrong Track"
"2238","$30,000-$34,999","Wrong Track"
"2239","$5,000-$9,999","Right Direction"
"2240","$110,000-$124,999","Right Direction"
"2241","$80,000-$89,999","Wrong Track"
"2242","$65,000-$69,999","Right Direction"
"2243","$50,000-$54,999","Wrong Track"
"2244","$22,500-$24,999","Wrong Track"
"2245","$20,000-$22,499","Wrong Track"
"2246","$125,000-$149,999","Wrong Track"
"2247","Under $5,000","Wrong Track"
"2248","$15,000-$17,499","Wrong Track"
"2249","$80,000-$89,999","Wrong Track"
"2250","$80,000-$89,999","Wrong Track"
"2251","$75,000-$79,999","Wrong Track"
"2252","$30,000-$34,999","Wrong Track"
"2253","$40,000-$44,999","Wrong Track"
"2254","$70,000-$74,999","Wrong Track"
"2255","$90,000-$99,999","Wrong Track"
"2256","$55,000-$59,999","Right Direction"
"2257","$30,000-$34,999","Wrong Track"
"2258","$175,000-$249,999","Wrong Track"
"2259","$35,000-$39,999","Right Direction"
"2260","$60,000-$64,999","Wrong Track"
"2261","Under $5,000","Wrong Track"
"2262","$40,000-$44,999","Right Direction"
"2263","$150,000-$174,999","Wrong Track"
"2264","$27,500-$29,999","Right Direction"
"2265","$22,500-$24,999","Right Direction"
"2266","$60,000-$64,999","Right Direction"
"2267","Under $5,000","Wrong Track"
"2268","$35,000-$39,999","Wrong Track"
"2269","$50,000-$54,999","Right Direction"
"2270",NA,"Wrong Track"
"2271","$25,000-$27,499","Wrong Track"
"2272","$70,000-$74,999","Right Direction"
"2273","$175,000-$249,999","Right Direction"
"2274","$250,000 Or More","Right Direction"
"2275","$65,000-$69,999","Wrong Track"
"2276","$55,000-$59,999","Wrong Track"
"2277","$175,000-$249,999","Right Direction"
"2278","$35,000-$39,999","Right Direction"
"2279","$5,000-$9,999","Wrong Track"
"2280","$150,000-$174,999","Wrong Track"
"2281","$75,000-$79,999","Right Direction"
"2282","$100,000-$109,999","Right Direction"
"2283","$90,000-$99,999","Wrong Track"
"2284","$110,000-$124,999","Wrong Track"
"2285","$110,000-$124,999","Wrong Track"
"2286","$40,000-$44,999","Right Direction"
"2287","$80,000-$89,999","Wrong Track"
"2288","$75,000-$79,999","Wrong Track"
"2289","$55,000-$59,999","Wrong Track"
"2290","$110,000-$124,999","Wrong Track"
"2291","$35,000-$39,999","Wrong Track"
"2292","Under $5,000","Wrong Track"
"2293","$40,000-$44,999","Right Direction"
"2294","$60,000-$64,999","Wrong Track"
"2295","Under $5,000","Wrong Track"
"2296","$125,000-$149,999","Wrong Track"
"2297","$75,000-$79,999","Wrong Track"
"2298","$175,000-$249,999","Wrong Track"
"2299","$175,000-$249,999",NA
"2300","$100,000-$109,999","Right Direction"
"2301","$60,000-$64,999","Right Direction"
"2302","$90,000-$99,999","Wrong Track"
"2303","$30,000-$34,999","Wrong Track"
"2304","$90,000-$99,999","Wrong Track"
"2305","Under $5,000","Wrong Track"
"2306","Under $5,000","Right Direction"
"2307","$75,000-$79,999","Wrong Track"
"2308","$30,000-$34,999","Wrong Track"
"2309","$35,000-$39,999","Wrong Track"
"2310","Under $5,000","Wrong Track"
"2311","Under $5,000","Wrong Track"
"2312","$25,000-$27,499","Wrong Track"
"2313","$150,000-$174,999","Wrong Track"
"2314","$60,000-$64,999","Right Direction"
"2315","$150,000-$174,999","Wrong Track"
"2316","$50,000-$54,999","Wrong Track"
"2317","$40,000-$44,999","Right Direction"
"2318","$35,000-$39,999","Wrong Track"
"2319","$90,000-$99,999","Right Direction"
"2320","$250,000 Or More","Wrong Track"
"2321","$20,000-$22,499","Wrong Track"
"2322","$100,000-$109,999","Wrong Track"
"2323","$27,500-$29,999","Wrong Track"
"2324","$60,000-$64,999","Wrong Track"
"2325","$90,000-$99,999","Right Direction"
"2326","$110,000-$124,999","Wrong Track"
"2327","$15,000-$17,499","Right Direction"
"2328","$70,000-$74,999","Wrong Track"
"2329","$15,000-$17,499","Wrong Track"
"2330","$80,000-$89,999","Wrong Track"
"2331","$80,000-$89,999","Wrong Track"
"2332","$60,000-$64,999","Right Direction"
"2333","$75,000-$79,999","Wrong Track"
"2334","$125,000-$149,999","Wrong Track"
"2335","$175,000-$249,999","Wrong Track"
"2336","Under $5,000","Right Direction"
"2337","$50,000-$54,999","Wrong Track"
"2338","$175,000-$249,999","Wrong Track"
"2339","$150,000-$174,999","Wrong Track"
"2340","$80,000-$89,999","Wrong Track"
"2341","$75,000-$79,999","Wrong Track"
"2342","$55,000-$59,999","Wrong Track"
"2343","$20,000-$22,499","Wrong Track"
"2344","$60,000-$64,999","Wrong Track"
"2345","$90,000-$99,999","Wrong Track"
"2346","$90,000-$99,999","Right Direction"
"2347","$80,000-$89,999","Wrong Track"
"2348","Under $5,000","Wrong Track"
"2349","$110,000-$124,999","Wrong Track"
"2350","$40,000-$44,999","Wrong Track"
"2351",NA,"Wrong Track"
"2352","$90,000-$99,999","Wrong Track"
"2353","$70,000-$74,999","Right Direction"
"2354","$100,000-$109,999","Wrong Track"
"2355","$65,000-$69,999","Wrong Track"
"2356","$75,000-$79,999","Right Direction"
"2357","$80,000-$89,999","Right Direction"
"2358","$10,000-$12,499","Wrong Track"
"2359","$60,000-$64,999","Wrong Track"
"2360","$35,000-$39,999","Wrong Track"
"2361","$90,000-$99,999","Wrong Track"
"2362","$50,000-$54,999","Wrong Track"
"2363","$30,000-$34,999","Wrong Track"
"2364","$175,000-$249,999","Right Direction"
"2365","$10,000-$12,499","Right Direction"
"2366","$80,000-$89,999","Wrong Track"
"2367","$125,000-$149,999","Wrong Track"
"2368","$35,000-$39,999","Wrong Track"
"2369","$250,000 Or More","Wrong Track"
"2370","$100,000-$109,999","Right Direction"
"2371","$50,000-$54,999","Right Direction"
"2372","$30,000-$34,999","Wrong Track"
"2373","$75,000-$79,999","Wrong Track"
"2374","$150,000-$174,999","Wrong Track"
"2375","$50,000-$54,999","Right Direction"
"2376","$15,000-$17,499","Right Direction"
"2377","$30,000-$34,999","Wrong Track"
"2378",NA,"Wrong Track"
"2379","Under $5,000","Wrong Track"
"2380","$55,000-$59,999","Wrong Track"
"2381",NA,"Wrong Track"
"2382","$65,000-$69,999","Wrong Track"
"2383","Under $5,000","Wrong Track"
"2384","$60,000-$64,999","Right Direction"
"2385","$70,000-$74,999","Wrong Track"
"2386","$90,000-$99,999","Wrong Track"
"2387","$70,000-$74,999","Wrong Track"
"2388","$45,000-$49,999","Wrong Track"
"2389","$30,000-$34,999","Right Direction"
"2390","$80,000-$89,999","Wrong Track"
"2391","$35,000-$39,999","Wrong Track"
"2392","$22,500-$24,999","Wrong Track"
"2393","$50,000-$54,999","Wrong Track"
"2394","$25,000-$27,499","Right Direction"
"2395","$15,000-$17,499","Wrong Track"
"2396","$5,000-$9,999","Right Direction"
"2397","$35,000-$39,999","Right Direction"
"2398","$150,000-$174,999","Right Direction"
"2399","$110,000-$124,999","Wrong Track"
"2400","$15,000-$17,499","Wrong Track"
"2401","$45,000-$49,999","Wrong Track"
"2402","$80,000-$89,999","Wrong Track"
"2403","$30,000-$34,999","Right Direction"
"2404","$90,000-$99,999","Wrong Track"
"2405",NA,"Wrong Track"
"2406","$80,000-$89,999","Right Direction"
"2407","$35,000-$39,999","Wrong Track"
"2408","$75,000-$79,999","Right Direction"
"2409","$50,000-$54,999","Wrong Track"
"2410","$175,000-$249,999","Wrong Track"
"2411","$70,000-$74,999","Right Direction"
"2412","$65,000-$69,999","Wrong Track"
"2413","$80,000-$89,999","Wrong Track"
"2414","$35,000-$39,999","Wrong Track"
"2415","$80,000-$89,999","Wrong Track"
"2416","$125,000-$149,999","Wrong Track"
"2417","$35,000-$39,999","Wrong Track"
"2418","$25,000-$27,499","Right Direction"
"2419","$90,000-$99,999","Right Direction"
"2420","$65,000-$69,999","Wrong Track"
"2421",NA,"Wrong Track"
"2422","$65,000-$69,999","Wrong Track"
"2423","$55,000-$59,999","Wrong Track"
"2424","$175,000-$249,999","Right Direction"
"2425","$100,000-$109,999","Right Direction"
"2426","$45,000-$49,999","Wrong Track"
"2427","$27,500-$29,999","Wrong Track"
"2428","$15,000-$17,499","Wrong Track"
"2429","$80,000-$89,999","Wrong Track"
"2430","$125,000-$149,999","Wrong Track"
"2431","$75,000-$79,999","Wrong Track"
"2432","Under $5,000","Wrong Track"
"2433","$75,000-$79,999","Wrong Track"
"2434","Under $5,000","Wrong Track"
"2435","$65,000-$69,999","Wrong Track"
"2436","$30,000-$34,999","Wrong Track"
"2437","$5,000-$9,999","Right Direction"
"2438","$45,000-$49,999","Wrong Track"
"2439","$10,000-$12,499","Wrong Track"
"2440","Under $5,000","Wrong Track"
"2441","$35,000-$39,999","Wrong Track"
"2442","Under $5,000","Right Direction"
"2443","$125,000-$149,999","Wrong Track"
"2444","$45,000-$49,999","Wrong Track"
"2445","$125,000-$149,999","Wrong Track"
"2446","$80,000-$89,999","Wrong Track"
"2447","$175,000-$249,999","Wrong Track"
"2448","$110,000-$124,999","Wrong Track"
"2449","$125,000-$149,999","Right Direction"
"2450","$40,000-$44,999","Wrong Track"
"2451","$20,000-$22,499","Wrong Track"
"2452","Under $5,000","Wrong Track"
"2453","$60,000-$64,999","Wrong Track"
"2454","$30,000-$34,999","Wrong Track"
"2455","$80,000-$89,999","Wrong Track"
"2456","$110,000-$124,999","Right Direction"
"2457","$10,000-$12,499","Right Direction"
"2458","$40,000-$44,999","Wrong Track"
"2459","$125,000-$149,999","Right Direction"
"2460","$70,000-$74,999","Wrong Track"
"2461","$5,000-$9,999","Wrong Track"
"2462","Under $5,000","Wrong Track"
"2463","$20,000-$22,499","Wrong Track"
"2464","$60,000-$64,999","Wrong Track"
"2465","Under $5,000","Wrong Track"
"2466","$25,000-$27,499","Wrong Track"
"2467","$65,000-$69,999","Right Direction"
"2468","$35,000-$39,999","Wrong Track"
"2469","$22,500-$24,999","Right Direction"
"2470","$60,000-$64,999","Wrong Track"
"2471","$20,000-$22,499","Right Direction"
"2472","$10,000-$12,499","Wrong Track"
"2473","Under $5,000","Wrong Track"
"2474","$80,000-$89,999","Wrong Track"
"2475","$20,000-$22,499","Wrong Track"
"2476","$150,000-$174,999","Wrong Track"
"2477","$70,000-$74,999","Right Direction"
"2478","$22,500-$24,999","Wrong Track"
"2479","$15,000-$17,499","Right Direction"
"2480","$75,000-$79,999","Right Direction"
"2481","$55,000-$59,999","Wrong Track"
"2482","$80,000-$89,999","Wrong Track"
"2483","$65,000-$69,999","Right Direction"
"2484","$10,000-$12,499","Wrong Track"
"2485","$22,500-$24,999","Right Direction"
"2486","$5,000-$9,999","Right Direction"
"2487","$35,000-$39,999","Right Direction"
"2488","$50,000-$54,999","Right Direction"
"2489","$65,000-$69,999","Wrong Track"
"2490","$5,000-$9,999","Right Direction"
"2491","$75,000-$79,999","Wrong Track"
"2492","$90,000-$99,999","Right Direction"
"2493","$50,000-$54,999","Right Direction"
"2494","$55,000-$59,999","Right Direction"
"2495","$30,000-$34,999","Wrong Track"
"2496",NA,"Right Direction"
"2497","$65,000-$69,999","Wrong Track"
"2498","$150,000-$174,999","Right Direction"
"2499","$35,000-$39,999","Wrong Track"
"2500","$60,000-$64,999","Wrong Track"
"2501","$35,000-$39,999","Wrong Track"
"2502","$55,000-$59,999","Wrong Track"
"2503","Under $5,000","Wrong Track"
"2504","$100,000-$109,999","Wrong Track"
"2505","$110,000-$124,999","Right Direction"
"2506","$90,000-$99,999","Right Direction"
"2507","$10,000-$12,499","Wrong Track"
"2508","$80,000-$89,999","Wrong Track"
"2509","$150,000-$174,999","Right Direction"
"2510","$250,000 Or More","Wrong Track"
"2511","$110,000-$124,999","Right Direction"
"2512","$250,000 Or More","Wrong Track"
"2513","$150,000-$174,999","Wrong Track"
"2514","$25,000-$27,499","Wrong Track"
"2515","$75,000-$79,999","Right Direction"
"2516","$110,000-$124,999","Wrong Track"
"2517","Under $5,000","Right Direction"
"2518","$100,000-$109,999","Right Direction"
"2519","$90,000-$99,999","Right Direction"
"2520","$100,000-$109,999","Wrong Track"
"2521","$30,000-$34,999","Right Direction"
"2522","$150,000-$174,999","Wrong Track"
"2523","$35,000-$39,999","Right Direction"
"2524","$5,000-$9,999","Wrong Track"
"2525","$125,000-$149,999","Wrong Track"
"2526","$100,000-$109,999","Wrong Track"
"2527","$30,000-$34,999","Wrong Track"
"2528","$5,000-$9,999","Wrong Track"
"2529","$175,000-$249,999","Wrong Track"
"2530","$250,000 Or More","Wrong Track"
"2531","$75,000-$79,999","Right Direction"
"2532","$100,000-$109,999","Wrong Track"
"2533","$20,000-$22,499","Wrong Track"
"2534","$80,000-$89,999","Right Direction"
"2535","$40,000-$44,999","Right Direction"
"2536","$15,000-$17,499","Wrong Track"
"2537","$100,000-$109,999","Right Direction"
"2538","$20,000-$22,499","Wrong Track"
"2539","Under $5,000","Wrong Track"
"2540","$125,000-$149,999","Wrong Track"
"2541","$27,500-$29,999","Right Direction"
"2542","$125,000-$149,999","Right Direction"
"2543","$60,000-$64,999","Wrong Track"
"2544","$175,000-$249,999","Wrong Track"
"2545","$150,000-$174,999","Wrong Track"
"2546","$22,500-$24,999","Right Direction"
"2547","Under $5,000","Wrong Track"
"2548","$110,000-$124,999","Wrong Track"
"2549","Under $5,000","Wrong Track"
"2550","$50,000-$54,999","Right Direction"
"2551","$80,000-$89,999","Right Direction"
"2552","$20,000-$22,499","Wrong Track"
"2553","$100,000-$109,999","Wrong Track"
"2554","$150,000-$174,999","Wrong Track"
"2555","Under $5,000","Wrong Track"
"2556","$75,000-$79,999","Wrong Track"
"2557","$22,500-$24,999","Right Direction"
"2558","$60,000-$64,999","Right Direction"
"2559","$90,000-$99,999","Wrong Track"
"2560","$150,000-$174,999","Wrong Track"
"2561","$30,000-$34,999","Wrong Track"
"2562","$50,000-$54,999","Wrong Track"
"2563","$55,000-$59,999","Wrong Track"
"2564","$15,000-$17,499","Wrong Track"
"2565","$100,000-$109,999","Wrong Track"
"2566","$90,000-$99,999","Right Direction"
"2567","Under $5,000","Wrong Track"
"2568","$45,000-$49,999","Wrong Track"
"2569","$50,000-$54,999","Wrong Track"
"2570","$30,000-$34,999","Right Direction"
"2571","$175,000-$249,999","Right Direction"
"2572","$40,000-$44,999","Right Direction"
"2573","$175,000-$249,999","Wrong Track"
"2574","$125,000-$149,999","Wrong Track"
"2575","$17,500-$19,999","Wrong Track"
"2576","$175,000-$249,999","Right Direction"
"2577","$12,500-$14,999","Wrong Track"
"2578","$175,000-$249,999","Right Direction"
"2579","$22,500-$24,999","Wrong Track"
"2580","$125,000-$149,999","Wrong Track"
"2581","$100,000-$109,999","Wrong Track"
"2582","$150,000-$174,999","Right Direction"
"2583","$90,000-$99,999","Right Direction"
"2584","$125,000-$149,999","Wrong Track"
"2585","$80,000-$89,999","Wrong Track"
"2586","$35,000-$39,999","Right Direction"
"2587","$35,000-$39,999","Wrong Track"
"2588","$80,000-$89,999","Wrong Track"
"2589","$150,000-$174,999","Wrong Track"
"2590","$75,000-$79,999","Wrong Track"
"2591","$22,500-$24,999","Wrong Track"
"2592",NA,"Right Direction"
"2593","$45,000-$49,999","Wrong Track"
"2594","$45,000-$49,999","Wrong Track"
"2595","$75,000-$79,999","Wrong Track"
"2596","$55,000-$59,999","Right Direction"
"2597","$30,000-$34,999","Right Direction"
"2598","$65,000-$69,999","Wrong Track"
"2599","Under $5,000","Wrong Track"
"2600","$110,000-$124,999","Wrong Track"
"2601","$80,000-$89,999","Right Direction"
"2602","$10,000-$12,499","Wrong Track"
"2603","$35,000-$39,999","Right Direction"
"2604","$150,000-$174,999","Wrong Track"
"2605","$175,000-$249,999","Wrong Track"
"2606","Under $5,000","Right Direction"
"2607","$60,000-$64,999","Wrong Track"
"2608","$80,000-$89,999","Wrong Track"
"2609","$15,000-$17,499","Wrong Track"
"2610","$75,000-$79,999","Wrong Track"
"2611","$40,000-$44,999","Wrong Track"
"2612","$175,000-$249,999","Right Direction"
"2613",NA,"Wrong Track"
"2614","$50,000-$54,999","Right Direction"
"2615","$50,000-$54,999","Wrong Track"
"2616","$150,000-$174,999","Wrong Track"
"2617","$20,000-$22,499","Wrong Track"
"2618","$35,000-$39,999","Wrong Track"
"2619","$55,000-$59,999","Wrong Track"
"2620","$25,000-$27,499","Wrong Track"
"2621","$50,000-$54,999","Right Direction"
"2622","$75,000-$79,999","Right Direction"
"2623","$15,000-$17,499","Wrong Track"
"2624","$50,000-$54,999","Right Direction"
"2625",NA,"Wrong Track"
"2626","$80,000-$89,999","Right Direction"
"2627","$175,000-$249,999","Right Direction"
"2628","$100,000-$109,999","Wrong Track"
"2629","Under $5,000","Wrong Track"
"2630","$45,000-$49,999","Wrong Track"
"2631","$30,000-$34,999","Right Direction"
"2632","$40,000-$44,999","Right Direction"
"2633","$125,000-$149,999","Right Direction"
"2634","$60,000-$64,999","Right Direction"
"2635","$100,000-$109,999","Wrong Track"
"2636","$80,000-$89,999","Wrong Track"
"2637","$125,000-$149,999","Wrong Track"
"2638","$25,000-$27,499","Wrong Track"
"2639","$27,500-$29,999","Right Direction"
"2640","$15,000-$17,499","Right Direction"
"2641","$250,000 Or More","Wrong Track"
"2642","$175,000-$249,999","Wrong Track"
"2643","$125,000-$149,999","Right Direction"
"2644","$250,000 Or More","Wrong Track"
"2645","$110,000-$124,999","Right Direction"
"2646","$30,000-$34,999","Right Direction"
"2647","$30,000-$34,999","Wrong Track"
"2648","$125,000-$149,999","Wrong Track"
